Open,High,Low,Close,Adj Close,Volume,Date
22216.44141,22268.89648,21708.05078,21718.08008,21718.08008,22536575684,3/8/23
21720.08008,21802.7168,20210.30664,20363.02148,20363.02148,30364664171,3/9/23
20367.00195,20370.5957,19628.25391,20187.24414,20187.24414,39578257695,3/10/23
20187.87695,20792.52539,20068.66016,20632.41016,20632.41016,30180288176,3/11/23
20628.0293,22185.03125,20448.80664,22163.94922,22163.94922,29279035521,3/12/23
22156.40625,24550.83789,21918.19922,24197.5332,24197.5332,49466362688,3/13/23
24201.76563,26514.7168,24081.18359,24746.07422,24746.07422,54622230164,3/14/23
24770.92578,25240.61523,23964.91016,24375.96094,24375.96094,43655701450,3/15/23
24373.45703,25190.32617,24225.11133,25052.78906,25052.78906,33866061747,3/16/23
25055.12305,27787.8125,24955.16992,27423.92969,27423.92969,50730261335,3/17/23
27448.11719,27725.95313,26636.26172,26965.87891,26965.87891,35723036817,3/18/23
26969.50391,28440.56055,26907.7168,28038.67578,28038.67578,37769448859,3/19/23
28041.60156,28527.72461,27242.88086,27767.23633,27767.23633,44774027664,3/20/23
27768.39258,28439.5625,27439.64648,28175.81641,28175.81641,36102192830,3/21/23
28158.7207,28803.33594,26759.99609,27307.4375,27307.4375,33382021890,3/22/23
27301.95703,28729.84375,27183.36328,28333.97266,28333.97266,24220433689,3/23/23
28324.11133,28388.4375,27039.26563,27493.28516,27493.28516,25980310960,3/24/23
27487.33789,27791.82617,27196.23438,27494.70703,27494.70703,13383005987,3/25/23
27495.52344,28178.14453,27445.04688,27994.33008,27994.33008,13878363192,3/26/23
27994.06836,28037.92578,26606.68945,27139.88867,27139.88867,18188895178,3/27/23
27132.88867,27460.71875,26677.81836,27268.13086,27268.13086,17783600385,3/28/23
27267.03125,28619.54297,27259.66211,28348.44141,28348.44141,20684945906,3/29/23
28350.14063,29159.90234,27720.16016,28033.5625,28033.5625,22435349951,3/30/23
28032.26172,28639.89648,27583.71484,28478.48438,28478.48438,19001327598,3/31/23
28473.33203,28802.45703,28297.17188,28411.03516,28411.03516,10876469901,4/1/23
28462.8457,28518.95898,27884.08789,28199.30859,28199.30859,12284641999,4/2/23
28183.08008,28475.62305,27276.7207,27790.2207,27790.2207,19556501327,4/3/23
27795.27344,28433.74219,27681.30469,28168.08984,28168.08984,15284538859,4/4/23
28169.72656,28739.23828,27843.76367,28177.98438,28177.98438,17052315986,4/5/23
28175.22656,28178.38477,27738.75977,28044.14063,28044.14063,13837809380,4/6/23
28038.9668,28111.59375,27794.03125,27925.85938,27925.85938,10861680497,4/7/23
27920.51367,28159.86328,27883.38672,27947.79492,27947.79492,9373255556,4/8/23
27952.36719,28532.83008,27828.48047,28333.05078,28333.05078,12175322951,4/9/23
28336.02734,29771.46484,28189.27148,29652.98047,29652.98047,19282400094,4/10/23
29653.67969,30509.08398,29609.30078,30235.05859,30235.05859,20121259843,4/11/23
30231.58203,30462.48047,29725.57422,30139.05273,30139.05273,18651929926,4/12/23
29892.74023,30539.8457,29878.62305,30399.06641,30399.06641,17487721001,4/13/23
30409.5625,31005.60742,30044.49805,30485.69922,30485.69922,22659995079,4/14/23
30490.75,30601.74023,30245.88281,30318.49609,30318.49609,11940685378,4/15/23
30315.97656,30555.53711,30157.83203,30315.35547,30315.35547,12854816417,4/16/23
30317.14648,30319.19727,29275.37109,29445.04492,29445.04492,17872186762,4/17/23
29449.0918,30470.30273,29154.84961,30397.55273,30397.55273,19480529496,4/18/23
30394.1875,30411.05469,28669.89844,28822.67969,28822.67969,24571565421,4/19/23
28823.68359,29076.40039,28037.25781,28245.98828,28245.98828,21340360360,4/20/23
28249.23047,28349.96875,27177.36523,27276.91016,27276.91016,20759504330,4/21/23
27265.89453,27872.14258,27169.57031,27817.5,27817.5,13125734602,4/22/23
27816.14453,27820.24414,27400.31445,27591.38477,27591.38477,12785446832,4/23/23
27591.73047,27979.98242,27070.84961,27525.33984,27525.33984,17703288330,4/24/23
27514.87305,28371.07813,27207.93164,28307.59766,28307.59766,17733373139,4/25/23
28300.05859,29995.83789,27324.54883,28422.70117,28422.70117,31854242019,4/26/23
28428.46484,29871.54688,28402.88672,29473.78711,29473.78711,27153445027,4/27/23
29481.01367,29572.79102,28929.60938,29340.26172,29340.26172,17544464887,4/28/23
29336.56641,29452.45508,29088.04297,29248.48828,29248.48828,10662634333,4/29/23
29245.51563,29952.0293,29114.02148,29268.80664,29268.80664,14652199272,4/30/23
29227.10352,29329.93555,27680.79297,28091.56836,28091.56836,18655599976,5/1/23
28087.17578,28881.29883,27924.12305,28680.53711,28680.53711,16432924527,5/2/23
28680.49414,29259.5332,28178.38867,29006.30859,29006.30859,19122972518,5/3/23
29031.30469,29353.18555,28694.03906,28847.71094,28847.71094,15548678514,5/4/23
28851.48047,29668.9082,28845.50977,29534.38477,29534.38477,17936566518,5/5/23
29538.85938,29820.12695,28468.9668,28904.62305,28904.62305,15913866714,5/6/23
28901.62305,29157.51758,28441.36719,28454.97852,28454.97852,11301355486,5/7/23
28450.45703,28663.27148,27310.13477,27694.27344,27694.27344,19122903752,5/8/23
27695.06836,27821.40039,27375.60156,27658.77539,27658.77539,14128593256,5/9/23
27654.63672,28322.6875,26883.66992,27621.75586,27621.75586,20656025026,5/10/23
27621.08594,27621.94141,26781.82617,27000.78906,27000.78906,16724343943,5/11/23
26987.66211,27055.64648,25878.42969,26804.99023,26804.99023,19313599897,5/12/23
26807.76953,27030.48242,26710.87305,26784.07813,26784.07813,9999171605,5/13/23
26788.97461,27150.97656,26661.35547,26930.63867,26930.63867,10014858959,5/14/23
26931.38477,27646.34766,26766.09766,27192.69336,27192.69336,14413231792,5/15/23
27171.51367,27299.30469,26878.94727,27036.65039,27036.65039,12732238816,5/16/23
27035.4707,27465.92773,26600.14453,27398.80273,27398.80273,15140006925,5/17/23
27401.65039,27466.52734,26415.10156,26832.20898,26832.20898,15222938600,5/18/23
26826.75391,27128.61914,26700.21094,26890.12891,26890.12891,11258983301,5/19/23
26888.8418,27155.1582,26843.27734,27129.58594,27129.58594,7044911360,5/20/23
27118.42383,27265.91797,26706.92188,26753.82617,26753.82617,8647416921,5/21/23
26749.89258,27045.73438,26549.73438,26851.27734,26851.27734,11056770492,5/22/23
26855.96094,27434.68359,26816.17969,27225.72656,27225.72656,13697203143,5/23/23
27224.60352,27224.60352,26106.57617,26334.81836,26334.81836,16299104428,5/24/23
26329.46094,26591.51953,25890.59375,26476.20703,26476.20703,13851122697,5/25/23
26474.18164,26916.66992,26343.94922,26719.29102,26719.29102,12711619225,5/26/23
26720.18164,26888.88281,26621.14063,26868.35352,26868.35352,7892015141,5/27/23
26871.1582,28193.44922,26802.75195,28085.64648,28085.64648,14545229578,5/28/23
28075.5918,28432.03906,27563.87695,27745.88477,27745.88477,15181308984,5/29/23
27745.12305,28044.75977,27588.50195,27702.34961,27702.34961,13251081851,5/30/23
27700.5293,27831.67773,26866.45313,27219.6582,27219.6582,15656371534,5/31/23
27218.41211,27346.10547,26671.7207,26819.97266,26819.97266,14678970415,6/1/23
26824.55664,27303.86133,26574.64453,27249.58984,27249.58984,14837415000,6/2/23
27252.32422,27317.05273,26958.00391,27075.12891,27075.12891,8385597470,6/3/23
27075.12305,27407.01953,26968.22461,27119.06641,27119.06641,9360912318,6/4/23
27123.10938,27129.98242,25445.16797,25760.09766,25760.09766,21513292646,6/5/23
25732.10938,27313.82031,25434.86719,27238.7832,27238.7832,21929670693,6/6/23
27235.65039,27332.18164,26146.98828,26345.99805,26345.99805,19530045082,6/7/23
26347.6543,26797.51367,26246.66406,26508.2168,26508.2168,11904824295,6/8/23
26505.92383,26770.28906,26339.31445,26480.375,26480.375,11015551640,6/9/23
26481.76172,26531.04492,25501.83594,25851.24023,25851.24023,19872933189,6/10/23
25854.03125,26203.43945,25668.98633,25940.16797,25940.16797,10732609603,6/11/23
25934.28516,26087.91992,25675.19727,25902.5,25902.5,11677889997,6/12/23
25902.94141,26376.35156,25728.36523,25918.72852,25918.72852,14143474486,6/13/23
25920.25781,26041.80078,24902.15234,25124.67578,25124.67578,14265717766,6/14/23
25121.67383,25735.30859,24797.16797,25576.39453,25576.39453,15837384409,6/15/23
25575.2832,26463.17383,25245.35742,26327.46289,26327.46289,16324646965,6/16/23
26328.67969,26769.39453,26174.49219,26510.67578,26510.67578,11090276850,6/17/23
26510.45703,26675.92578,26325.89063,26336.21289,26336.21289,9565695129,6/18/23
26335.44141,26984.61133,26312.83203,26851.0293,26851.0293,12826986222,6/19/23
26841.66406,28388.96875,26668.79102,28327.48828,28327.48828,22211859147,6/20/23
28311.31055,30737.33008,28283.41016,30027.29688,30027.29688,33346760979,6/21/23
29995.93555,30495.99805,29679.1582,29912.28125,29912.28125,20653160491,6/22/23
29896.38281,31389.53906,29845.21484,30695.46875,30695.46875,24115570085,6/23/23
30708.73828,30804.14844,30290.14648,30548.69531,30548.69531,12147822496,6/24/23
30545.15039,31041.27148,30327.94336,30480.26172,30480.26172,12703464114,6/25/23
30480.52344,30636.0293,29955.74414,30271.13086,30271.13086,16493186997,6/26/23
30274.32031,31006.78711,30236.65039,30688.16406,30688.16406,16428827944,6/27/23
30696.56055,30703.2793,29921.82227,30086.24609,30086.24609,14571500779,6/28/23
30086.1875,30796.25,30057.20313,30445.35156,30445.35156,13180860821,6/29/23
30441.35352,31256.86328,29600.27539,30477.25195,30477.25195,26387306197,6/30/23
